value_ms,qos,metric
4.732463999971515,standard,ttfb
4.831481001019711,standard,ttfb
89.9951420033176,standard,ttfb
4.91907599644037,standard,ttfb
4.8060530025395565,standard,ttfb
4.535660998953972,standard,ttfb
4.697446998761734,standard,ttfb
4.54688199897646,standard,ttfb
4.663622999942163,standard,ttfb
70.57243600138463,standard,ttfb
83.9074649993563,standard,ttfb
4.63237399890204,standard,ttfb
95.18778599885991,standard,ttfb
4.937772002449492,standard,ttfb
4.604873000062071,standard,ttfb
89.88787799899,standard,ttfb
4.967618999216938,standard,ttfb
10.627977997501148,standard,ttfb
83.91421700071078,standard,ttfb
99.74874399995315,standard,ttfb
4.68957199700526,standard,ttfb
95.13631899972097,standard,ttfb
299.8789100020076,standard,ttfb
4.90834599986556,standard,ttfb
4.703648999566212,standard,ttfb
89.74540900089778,standard,ttfb
4.779673003213247,standard,ttfb
5.194878001930192,standard,ttfb
189.62165399716469,standard,ttfb
4.8834190019988455,standard,ttfb
94.79121599724749,standard,ttfb
4.925757999444613,standard,ttfb
4.792707000888186,standard,ttfb
89.91000999958487,standard,ttfb
6.551344999024877,standard,ttfb
4.703317998064449,standard,ttfb
4.47723099932773,standard,ttfb
4.536603002634365,standard,ttfb
94.47481600000174,standard,ttfb
4.628275997674791,standard,ttfb
4.517556000791956,standard,ttfb
4.538716002571164,standard,ttfb
4.534788997261785,standard,ttfb
4.416646002937341,standard,ttfb
76.7017020007188,standard,ttfb
99.70345799956704,standard,ttfb
99.76501499841106,standard,ttfb
99.89668399794027,standard,ttfb
5.110327998409048,standard,ttfb
4.639636998035712,standard,ttfb
4.598990999511443,standard,ttfb
4.577730996970786,standard,ttfb
80.02745399790001,standard,ttfb
99.90996900160098,standard,ttfb
4.787187001056736,standard,ttfb
4.550027999357553,standard,ttfb
4.703208000137238,standard,ttfb
4.639106999093201,standard,ttfb
180.4694179991202,standard,ttfb
44.81074700015597,standard,ttfb
4.529229001491331,standard,ttfb
150.12900899819215,standard,ttfb
4.885492999164853,standard,ttfb
94.7962650025147,standard,ttfb
4.818385998078156,standard,ttfb
4.371980998257641,standard,ttfb
90.17329899870674,standard,ttfb
4.856678999203723,standard,ttfb
94.9214119973476,standard,ttfb
4.85807099903468,standard,ttfb
94.794690998242,standard,ttfb
4.880702999798814,standard,ttfb
4.636821999156382,standard,ttfb
4.4064769972465,standard,ttfb
4.741800999909174,standard,ttfb
4.6450179979729,standard,ttfb
4.556410000077449,standard,ttfb
70.83169600082329,standard,ttfb
4.546652002318297,standard,ttfb
4.5641239994438365,standard,ttfb
6.061497999326093,standard,ttfb
4.633936998288846,standard,ttfb
4.632324002159294,standard,ttfb
74.57015899854014,standard,ttfb
5.051626998465508,standard,ttfb
4.573983998852782,standard,ttfb
290.12506599974586,standard,ttfb
883.7055770018196,standard,ttfb
400.8893399986846,standard,ttfb
14.79209399985848,standard,ttfb
4.878329000348458,standard,ttfb
4.734537000331329,standard,ttfb
89.87607600283809,standard,ttfb
4.970232999767177,standard,ttfb
5.138481003086781,standard,ttfb
174.589604997891,standard,ttfb
14.531051001540618,standard,ttfb
4.122870002902346,standard,ttfb
4.020014999696286,standard,ttfb
175.70238999905996,standard,ttfb
5.312050001521129,standard,ttfb
94.38421500090044,standard,ttfb
99.79565299727255,standard,ttfb
99.97270700114314,standard,ttfb
99.79009200105793,standard,ttfb
5.630782998196082,standard,ttfb
4.9761939990276005,standard,ttfb
5.206158999499166,standard,ttfb
182.91534599848092,standard,ttfb
100.45467999952962,standard,ttfb
99.70856799918693,standard,ttfb
115.67667800045456,standard,ttfb
5.193234999751439,standard,ttfb
4.664814998250222,standard,ttfb
5.216378998738946,standard,ttfb
5.693471000995487,standard,ttfb
4.673462000937434,standard,ttfb
4.5698059984715655,standard,ttfb
153.01958599957288,standard,ttfb
4.972527000063565,standard,ttfb
5.105629003082868,standard,ttfb
5.256043998087989,standard,ttfb
5.9205510005995166,standard,ttfb
5.1292440002725925,standard,ttfb
4.891343996860087,standard,ttfb
4.578562002279796,standard,ttfb
63.67416399734793,standard,ttfb
5.271542999253143,standard,ttfb
9.337576000689296,standard,ttfb
184.07822600056534,standard,ttfb
5.434822000097483,standard,ttfb
4.973027997039026,standard,ttfb
5.237219000264304,standard,ttfb
4.989359000319382,standard,ttfb
178.12367100123083,standard,ttfb
4.844455001148162,standard,ttfb
4.963180002960144,standard,ttfb
4.793227999471128,standard,ttfb
4.729697997390758,standard,ttfb
4.682318001869135,standard,ttfb
275.05352099979063,standard,ttfb
4.835839001316344,standard,ttfb
94.59003400115762,standard,ttfb
4.692227001214633,standard,ttfb
4.793658998096362,standard,ttfb
106.09985900009633,standard,ttfb
4.880724001850467,standard,ttfb
78.76360199952614,standard,ttfb
99.95062600137317,standard,ttfb
4.807655997865368,standard,ttfb
10.567252000328153,standard,ttfb
5.803610001748893,standard,ttfb
4.623816999810515,standard,ttfb
4.742662997159641,standard,ttfb
168.23971200210508,standard,ttfb
4.6350889970199205,standard,ttfb
4.650278002372943,standard,ttfb
5.825321000884287,standard,ttfb
4.051113999594236,standard,ttfb
4.067584999575047,standard,ttfb
4.665235999709694,standard,ttfb
87.32987899929867,standard,ttfb
83.82372599953669,standard,ttfb
99.84133899706649,standard,ttfb
4.854494000028353,standard,ttfb
4.772178999701282,standard,ttfb
89.62173400141182,standard,ttfb
100.00913600015338,standard,ttfb
4.817805001948727,standard,ttfb
295.04056299992953,standard,ttfb
5.214976001298055,standard,ttfb
10.073147001094185,standard,ttfb
4.7545449997414835,standard,ttfb
4.557781998300925,standard,ttfb
4.353446998720756,standard,ttfb
169.9482040021394,standard,ttfb
4.8377929997514,standard,ttfb
194.80900700000348,standard,ttfb
4.796885998075595,standard,ttfb
94.77708699705545,standard,ttfb
4.676868000387913,standard,ttfb
4.916871999739669,standard,ttfb
4.995319999579806,standard,ttfb
5.564637998759281,standard,ttfb
94.80264599915245,standard,ttfb
4.81142200078466,standard,ttfb
78.95113699851208,standard,ttfb
4.728025000076741,standard,ttfb
11.200510001799557,standard,ttfb
4.709819997515297,standard,ttfb
4.930547998810653,standard,ttfb
290.28235000077984,standard,ttfb
5.00187299985555,standard,ttfb
4.717805000836961,standard,ttfb
4.6807649996480905,standard,ttfb
5.242136998276692,standard,ttfb
5.005258997698547,standard,ttfb
57.56440500044846,standard,ttfb
4.708156997367041,standard,ttfb
4.8780090000946075,standard,ttfb
4.553032998956041,standard,ttfb
4.6651660013594665,standard,ttfb
4.544808998616645,standard,ttfb
4.433907997736242,standard,ttfb
71.13814499825821,standard,ttfb
4.630971998267341,standard,ttfb
4.823785999178654,standard,ttfb
90.0245159973565,standard,ttfb
4.697176002082415,standard,ttfb
4.828344000998186,standard,ttfb
90.23205899939057,standard,ttfb
4.7562580002704635,standard,ttfb
94.71227500034729,standard,ttfb
99.7123239976645,standard,ttfb
199.89618000181508,standard,ttfb
4.973429000528995,standard,ttfb
4.776997997396393,standard,ttfb
4.836749998503365,standard,ttfb
5.3695380011049565,standard,ttfb
4.642042000341462,standard,ttfb
4.035154001030605,standard,ttfb
4.6109840004646685,standard,ttfb
81.44002599874511,standard,ttfb
5.583783997280989,standard,ttfb
178.2292290008627,standard,ttfb
199.5609660007176,standard,ttfb
4.676618002122268,standard,ttfb
95.43684500022209,standard,ttfb
15.27154199720826,standard,ttfb
200.51492100174073,standard,ttfb
383.3984259981662,standard,ttfb
4.820119000214618,standard,ttfb
610.7967159987311,standard,ttfb
5.030847998568788,standard,ttfb
4.821131002245238,standard,ttfb
4.703698999946937,standard,ttfb
5.9495260029507335,standard,ttfb
5.016901999624679,standard,ttfb
4.606033999152714,standard,ttfb
4.803558000276098,standard,ttfb
4.861527999310056,standard,ttfb
4.789149999851361,standard,ttfb
5.006682000384899,standard,ttfb
32.3140840009728,standard,ttfb
4.702897000242956,standard,ttfb
95.14013399893884,standard,ttfb
4.859853997913888,standard,ttfb
4.916261001199018,standard,ttfb
89.90199400068377,standard,ttfb
5.011801000364358,standard,ttfb
4.817623997951159,standard,ttfb
5.388583998865215,standard,ttfb
100.09219299899996,standard,ttfb
4.764784000144573,standard,ttfb
4.804438998689875,standard,ttfb
73.5909350005386,standard,ttfb
5.054502998973476,standard,ttfb
5.513190000783652,standard,ttfb
4.744886999105802,standard,ttfb
4.958251000061864,standard,ttfb
4.713166999863461,standard,ttfb
4.739446001622127,standard,ttfb
4.987465999874985,standard,ttfb
4.812184000911657,standard,ttfb
4.669063000619644,standard,ttfb
54.26008400172577,standard,ttfb
99.78571199826547,standard,ttfb
4.890853000688367,standard,ttfb
5.196751997573301,standard,ttfb
5.032490997109562,standard,ttfb
5.142198999237735,standard,ttfb
4.898036000668071,standard,ttfb
73.74564799829386,standard,ttfb
99.89198299808777,standard,ttfb
99.8021939994942,standard,ttfb
115.62646200036397,standard,ttfb
4.876114999206038,standard,ttfb
178.86529200040968,standard,ttfb
4.90702399838483,standard,ttfb
5.861109002580633,standard,ttfb
5.076514000393217,standard,ttfb
4.8518889998376835,standard,ttfb
4.642162002710393,standard,ttfb
73.83271300204797,standard,ttfb
4.767069000081392,standard,ttfb
94.84553600123036,standard,ttfb
4.966686999978265,standard,ttfb
94.71310599838034,standard,ttfb
4.9613970004429575,standard,ttfb
94.59551300096791,standard,ttfb
99.85513400170021,standard,ttfb
5.100869999296265,standard,ttfb
4.9622379992797505,standard,ttfb
4.695522999099921,standard,ttfb
84.51124500061269,standard,ttfb
5.092314000648912,standard,ttfb
5.1500629997462966,standard,ttfb
89.23085400238051,standard,ttfb
5.118514000059804,standard,ttfb
5.162006000318797,standard,ttfb
5.20841300021857,standard,ttfb
99.83389400076703,standard,ttfb
83.76735699857818,standard,ttfb
4.6342479981831275,standard,ttfb
4.860746001213556,standard,ttfb
90.13972300090245,standard,ttfb
15.587058998789871,standard,ttfb
5.039624997152714,standard,ttfb
94.57191899855388,standard,ttfb
4.860285996983293,standard,ttfb
178.9696189989627,standard,ttfb
5.508140999154421,standard,ttfb
4.93665899921325,standard,ttfb
105.0264369987417,standard,ttfb
99.64085899991915,standard,ttfb
5.161053999472642,standard,ttfb
4.735419002827257,standard,ttfb
4.758672999741975,standard,ttfb
4.594883001118433,standard,ttfb
4.9569379989407025,standard,ttfb
58.85190100161708,standard,ttfb
5.132329999469221,standard,ttfb
194.5397259987658,standard,ttfb
99.8234449980373,standard,ttfb
4.834216000745073,standard,ttfb
4.7901530015224125,standard,ttfb
89.80297600282938,standard,ttfb
100.04952099916409,standard,ttfb
4.959242000040831,standard,ttfb
4.913534998195246,standard,ttfb
4.912994998448994,standard,ttfb
84.28068899956997,standard,ttfb
4.937482000968885,standard,ttfb
94.84926300137886,standard,ttfb
15.579054001136683,standard,ttfb
4.954033000103664,standard,ttfb
78.90095199763891,standard,ttfb
115.30807799863396,standard,ttfb
84.13974300128757,standard,ttfb
10.695304998080246,standard,ttfb
89.45172099993215,standard,ttfb
5.235233998973854,standard,ttfb
4.2537869994703215,standard,ttfb
5.142007998074405,standard,ttfb
4.310966000048211,standard,ttfb
96.41233000002103,standard,ttfb
99.69957899738802,standard,ttfb
5.201229996600887,standard,ttfb
4.817474000446964,standard,ttfb
73.32073400175432,standard,ttfb
4.839895998884458,standard,ttfb
4.923165000946028,standard,ttfb
4.706965002696961,standard,ttfb
84.81206400028896,standard,ttfb
4.935176999424584,standard,ttfb
4.776817000674782,standard,ttfb
4.940726998029277,standard,ttfb
4.850666999118403,standard,ttfb
4.8992080010066275,standard,ttfb
4.5049830005154945,standard,ttfb
4.376389002572978,standard,ttfb
4.521955001109745,standard,ttfb
76.60063900038949,standard,ttfb
4.868190997513011,standard,ttfb
5.099597001390066,standard,ttfb
4.91087000045809,standard,ttfb
84.46247200117796,standard,ttfb
5.267805998300901,standard,ttfb
4.78220699733356,standard,ttfb
89.212808998127,standard,ttfb
99.96560299987323,standard,ttfb
4.821661997993942,standard,ttfb
94.92197000145097,standard,ttfb
5.702839000150561,standard,ttfb
4.954864001774695,standard,ttfb
88.7243959987245,standard,ttfb
5.417187996499706,standard,ttfb
94.19463400263339,standard,ttfb
83.99852499860572,standard,ttfb
115.61526999867056,standard,ttfb
5.057767997641349,standard,ttfb
94.6669680015475,standard,ttfb
99.89026000039303,standard,ttfb
99.95791799883591,standard,ttfb
5.166334001842188,standard,ttfb
378.1768840017321,standard,ttfb
99.97602200019173,standard,ttfb
5.037621001974912,standard,ttfb
5.3676550014643,standard,ttfb
89.18167999945581,standard,ttfb
99.76873099731165,standard,ttfb
4.7577509976690635,standard,ttfb
4.652121999242809,standard,ttfb
5.093235999083845,standard,ttfb
5.758485000114888,standard,ttfb
4.746378999698209,standard,ttfb
174.0554499992868,standard,ttfb
4.792105999513296,standard,ttfb
4.841750000196043,standard,ttfb
4.863581001700368,standard,ttfb
86.02678199895308,standard,ttfb
5.06349900024361,standard,ttfb
4.866808001679601,standard,ttfb
88.36604799944325,standard,ttfb
4.723866997665027,standard,ttfb
4.973749997589039,standard,ttfb
5.470289001095807,standard,ttfb
100.06266600248637,standard,ttfb
283.9723309989495,standard,ttfb
4.785683999216417,standard,ttfb
94.86306799954036,standard,ttfb
4.929325998091372,standard,ttfb
94.648333000805,standard,ttfb
4.904328001430258,standard,ttfb
5.03118800043012,standard,ttfb
705.4481490013131,standard,ttfb
4.887706996669294,standard,ttfb
5.2103070011071395,standard,ttfb
4.764924000483006,standard,ttfb
4.674754000006942,standard,ttfb
4.6435250005743,standard,ttfb
74.98466200195253,standard,ttfb
4.892326000117464,standard,ttfb
4.582429999572923,standard,ttfb
4.79494200044428,standard,ttfb
85.08115299991914,standard,ttfb
4.790212002262706,standard,ttfb
4.646089997550007,standard,ttfb
4.747653001686558,standard,ttfb
284.98526600014884,standard,ttfb
5.306097998982295,standard,ttfb
4.8060930021165404,standard,ttfb
4.627434002031805,standard,ttfb
184.4302190002054,standard,ttfb
399.8076950010727,standard,ttfb
99.7151279989339,standard,ttfb
84.21299000110594,standard,ttfb
215.6407649999892,standard,ttfb
99.67132599922479,standard,ttfb
4.969811998307705,standard,ttfb
4.899468996882206,standard,ttfb
4.741780998301692,standard,ttfb
